GameUID,PitchNo,PitchUID,PlayID,Date,Time,UTCDate,UTCTime,LocalDateTime,UTCDateTime,PitcherTeam,BatterTeam,PitchCall,PlayResult,DetectedShift,1B_PositionAtReleaseX,1B_PositionAtReleaseZ,2B_PositionAtReleaseX,2B_PositionAtReleaseZ,3B_PositionAtReleaseX,3B_PositionAtReleaseZ,SS_PositionAtReleaseX,SS_PositionAtReleaseZ,LF_PositionAtReleaseX,LF_PositionAtReleaseZ,CF_PositionAtReleaseX,CF_PositionAtReleaseZ,RF_PositionAtReleaseX,RF_PositionAtReleaseZ,1B_Name,1B_Id,2B_Name,2B_Id,3B_Name,3B_Id,SS_Name,SS_Id,LF_Name,LF_Id,CF_Name,CF_Id,RF_Name,RF_Id,FHC
68966b7f-119a-498f-8a74-64e519db170b,1,7c373170-3826-11f0-801e-97a4324bbe43,e706178a-77b6-4fee-9daa-4007ff921032,2025-05-23,18:37:17.91,2025-05-23,22:37:17.91,2025-05-23T18:37:17.9151360-04:00,2025-05-23T22:37:17.9151360Z,LI,STA_YAN,InPlay,Single,NoShift,89.53097,68.44217,143.76979,44.77982,83.35098,-45.04711,147.22312,-24.55389,255.23702,-134.27671,314.03145,-5.09188,263.82595,134.08041,"O'Conner, Justin",592604,"Pike, Chad",1000352785,"Viola, Troy",802112,"Kaler, Kole",689179,"Thomas, Cody",642137,"Roller, Chris",676896,"Encarnacion, JC",669792,true
68966b7f-119a-498f-8a74-64e519db170b,2,90a41330-3826-11f0-801e-97a4324bbe43,ac69968c-a917-4946-a3ae-1faf24e4ac16,2025-05-23,18:37:51.87,2025-05-23,22:37:51.87,2025-05-23T18:37:51.8709248-04:00,2025-05-23T22:37:51.8709248Z,LI,STA_YAN,BallCalled,Undefined,NoShift,63.55465,57.58713,128.2484,40.33934,85.14982,-41.37728,139.91788,-16.70522,255.77474,-134.84621,313.89228,-8.41303,258.53424,141.2624,"O'Conner, Justin",592604,"Pike, Chad",1000352785,"Viola, Troy",802112,"Kaler, Kole",689179,"Thomas, Cody",642137,"Roller, Chris",676896,"Encarnacion, JC",669792,true
68966b7f-119a-498f-8a74-64e519db170b,3,9af86c50-3826-11f0-801e-97a4324bbe43,b035a206-8457-4d4c-8751-77eab7442e5d,2025-05-23,18:38:09.44,2025-05-23,22:38:09.44,2025-05-23T18:38:09.4481920-04:00,2025-05-23T22:38:09.4481920Z,LI,STA_YAN,InPlay,Double,NoShift,63.73815,59.17674,128.94956,39.87914,86.7755,-42.55532,141.75834,-17.89242,256.112,-135.22282,313.8089,-8.60212,261.35414,142.02981,"O'Conner, Justin",592604,"Pike, Chad",1000352785,"Viola, Troy",802112,"Kaler, Kole",689179,"Thomas, Cody",642137,"Roller, Chris",676896,"Encarnacion, JC",669792,true
68966b7f-119a-498f-8a74-64e519db170b,4,b97b65b0-3826-11f0-801e-97a4324bbe43,0b23a443-18f5-4b7d-8d6c-32af317199bb,2025-05-23,18:39:00.75,2025-05-23,22:39:00.75,2025-05-23T18:39:00.7562240-04:00,2025-05-23T22:39:00.7562240Z,LI,STA_YAN,InPlay,Error,NoShift,88.23829,70.83578,140.26994,51.32399,97.74912,-46.94092,145.9555,-21.08471,250.11744,-133.21917,313.79556,-11.58658,277.93341,132.93148,"O'Conner, Justin",592604,"Pike, Chad",1000352785,"Viola, Troy",802112,"Kaler, Kole",689179,"Thomas, Cody",642137,"Roller, Chris",676896,"Encarnacion, JC",669792,true
68966b7f-119a-498f-8a74-64e519db170b,5,cd77f970-3826-11f0-801e-97a4324bbe43,fc8e4bd9-d4be-41a9-a034-caf6f6bf619d,2025-05-23,18:39:34.15,2025-05-23,22:39:34.15,2025-05-23T18:39:34.1590016-04:00,2025-05-23T22:39:34.1590016Z,LI,STA_YAN,StrikeCalled,Undefined,NoShift,63.06509,57.25503,144.63273,27.03934,78.05518,-54.65629,131.6572,-41.05088,260.97675,-130.20024,313.3127,-6.82986,258.85627,135.22068,"O'Conner, Justin",592604,"Pike, Chad",1000352785,"Viola, Troy",802112,"Kaler, Kole",689179,"Thomas, Cody",642137,"Roller, Chris",676896,"Encarnacion, JC",669792,true
68966b7f-119a-498f-8a74-64e519db170b,6,d6a1dc50-3826-11f0-801e-97a4324bbe43,9e751216-c38e-42fd-8d2e-a462500df38f,2025-05-23,18:39:49.65,2025-05-23,22:39:49.65,2025-05-23T18:39:49.6505344-04:00,2025-05-23T22:39:49.6505344Z,LI,STA_YAN,StrikeCalled,Undefined,NoShift,63.83472,57.32744,142.17361,26.30555,78.30366,-55.3946,131.14141,-40.33179,260.34486,-129.37937,311.92968,-6.80904,258.51409,135.64097,"O'Conner, Justin",592604,"Pike, Chad",1000352785,"Viola, Troy",802112,"Kaler, Kole",689179,"Thomas, Cody",642137,"Roller, Chris",676896,"Encarnacion, JC",669792,true
68966b7f-119a-498f-8a74-64e519db170b,7,e3a85d20-3826-11f0-801e-97a4324bbe43,05a3ea19-1018-4119-ba0a-d70c41de6e98,2025-05-23,18:40:11.52,2025-05-23,22:40:11.52,2025-05-23T18:40:11.5261952-04:00,2025-05-23T22:40:11.5261952Z,LI,STA_YAN,BallinDirt,Undefined,NoShift,63.23336,57.82541,138.58867,29.32172,79.425,-57.2653,131.03314,-40.57442,258.87581,-129.31812,312.62847,-6.29644,259.02525,135.89662,"O'Conner, Justin",592604,"Pike, Chad",1000352785,"Viola, Troy",802112,"Kaler, Kole",689179,"Thomas, Cody",642137,"Roller, Chris",676896,"Encarnacion, JC",669792,true
68966b7f-119a-498f-8a74-64e519db170b,8,f4eb9d40-3826-11f0-801e-97a4324bbe43,a3deedcc-92a5-4548-86fb-e079ebaef27a,2025-05-23,18:40:40.65,2025-05-23,22:40:40.65,2025-05-23T18:40:40.6559232-04:00,2025-05-23T22:40:40.6559232Z,LI,STA_YAN,BallCalled,Undefined,NoShift,63.15119,58.14232,143.48168,29.46273,80.1177,-57.32795,131.37085,-40.08072,257.92653,-129.3777,311.14652,-6.30371,252.77182,132.7066,"O'Conner, Justin",592604,"Pike, Chad",1000352785,"Viola, Troy",802112,"Kaler, Kole",689179,"Thomas, Cody",642137,"Roller, Chris",676896,"Encarnacion, JC",669792,true
68966b7f-119a-498f-8a74-64e519db170b,9,005cff20-3827-11f0-801e-97a4324bbe43,178990ef-e62a-48c1-9783-db0d8031ce81,2025-05-23,18:40:59.68,2025-05-23,22:40:59.68,2025-05-23T18:40:59.6843008-04:00,2025-05-23T22:40:59.6843008Z,LI,STA_YAN,StrikeSwinging,Undefined,NoShift,63.14492,58.00372,142.61651,29.18431,79.20634,-56.97202,130.69345,-39.99088,258.03633,-128.85988,311.18798,-6.68377,252.79932,135.02767,"O'Conner, Justin",592604,"Pike, Chad",1000352785,"Viola, Troy",802112,"Kaler, Kole",689179,"Thomas, Cody",642137,"Roller, Chris",676896,"Encarnacion, JC",669792,true
68966b7f-119a-498f-8a74-64e519db170b,10,11f53d10-3827-11f0-801e-97a4324bbe43,707dda6b-566c-4c42-8e61-37fda5cab726,2025-05-23,18:41:29.27,2025-05-23,22:41:29.27,2025-05-23T18:41:29.2725248-04:00,2025-05-23T22:41:29.2725248Z,LI,STA_YAN,HitByPitch,Undefined,NoShift,62.76082,57.8761,131.58413,33.46444,85.31,-50.79189,138.97581,-21.63971,254.97347,-133.04367,311.98521,-11.25771,261.43395,140.07922,"O'Conner, Justin",592604,"Pike, Chad",1000352785,"Viola, Troy",802112,"Kaler, Kole",689179,"Thomas, Cody",642137,"Roller, Chris",676896,"Encarnacion, JC",669792,true
68966b7f-119a-498f-8a74-64e519db170b,11,2b7eb6d0-3827-11f0-801e-97a4324bbe43,538ed625-6618-44e5-93fa-3b6e0b529f27,2025-05-23,18:42:11.90,2025-05-23,22:42:11.90,2025-05-23T18:42:11.9081984-04:00,2025-05-23T22:42:11.9081984Z,LI,STA_YAN,FoulBallNotFieldable,Undefined,NoShift,82.24654,59.70066,141.08841,28.17504,74.75369,-53.01463,132.23811,-40.81072,254.96446,-132.15399,310.92078,-5.8555,252.50728,129.423,"O'Conner, Justin",592604,"Pike, Chad",1000352785,"Viola, Troy",802112,"Kaler, Kole",689179,"Thomas, Cody",642137,"Roller, Chris",676896,"Encarnacion, JC",669792,true
68966b7f-119a-498f-8a74-64e519db170b,12,36aa0f00-3827-11f0-801e-97a4324bbe43,a2688765-151f-49cd-a26c-d4c66b9d3cc1,2025-05-23,18:42:30.76,2025-05-23,22:42:30.76,2025-05-23T18:42:30.7664384-04:00,2025-05-23T22:42:30.7664384Z,LI,STA_YAN,FoulBallNotFieldable,Undefined,NoShift,81.40401,59.68856,141.14652,28.98157,73.40006,-51.68524,131.6611,-40.06911,254.90701,-130.77587,309.44042,-7.1159,252.21936,130.00308,"O'Conner, Justin",592604,"Pike, Chad",1000352785,"Viola, Troy",802112,"Kaler, Kole",689179,"Thomas, Cody",642137,"Roller, Chris",676896,"Encarnacion, JC",669792,true
68966b7f-119a-498f-8a74-64e519db170b,13,4564cf80-3827-11f0-801e-97a4324bbe43,7e02f9e7-d051-4f84-999b-88138f28e839,2025-05-23,18:42:55.45,2025-05-23,22:42:55.45,2025-05-23T18:42:55.4599936-04:00,2025-05-23T22:42:55.4599936Z,LI,STA_YAN,BallCalled,Undefined,NoShift,81.41927,60.39953,135.07261,30.48293,73.64589,-51.97818,131.62861,-39.41822,253.02026,-130.70907,310.96465,-5.70651,252.57109,130.92052,"O'Conner, Justin",592604,"Pike, Chad",1000352785,"Viola, Troy",802112,"Kaler, Kole",689179,"Thomas, Cody",642137,"Roller, Chris",676896,"Encarnacion, JC",669792,true
68966b7f-119a-498f-8a74-64e519db170b,14,5182ec20-3827-11f0-801e-97a4324bbe43,090ccf21-0ffa-4396-9d45-c441c33edc4a,2025-05-23,18:43:15.64,2025-05-23,22:43:15.64,2025-05-23T18:43:15.6486656-04:00,2025-05-23T22:43:15.6486656Z,LI,STA_YAN,InPlay,Single,NoShift,82.47816,60.82442,136.47371,31.40573,76.97608,-56.13215,131.05457,-40.76856,255.01163,-131.38289,311.82496,-5.778,253.31943,131.20757,"O'Conner, Justin",592604,"Pike, Chad",1000352785,"Viola, Troy",802112,"Kaler, Kole",689179,"Thomas, Cody",642137,"Roller, Chris",676896,"Encarnacion, JC",669792,true
68966b7f-119a-498f-8a74-64e519db170b,15,6c7a26b0-3827-11f0-801e-97a4324bbe43,53cf8eaf-8e2c-40da-9a77-148a61e43dff,2025-05-23,18:44:01.04,2025-05-23,22:44:01.04,2025-05-23T18:44:01.0407936-04:00,2025-05-23T22:44:01.0407936Z,LI,STA_YAN,BallCalled,Undefined,NoShift,81.23812,59.66825,137.22111,31.65385,77.11795,-46.18868,140.68297,-23.8621,244.62352,-131.42271,309.45893,-6.2119,260.17293,130.80024,"O'Conner, Justin",592604,"Pike, Chad",1000352785,"Viola, Troy",802112,"Kaler, Kole",689179,"Thomas, Cody",642137,"Roller, Chris",676896,"Encarnacion, JC",669792,true
