#,Date,Away,Home,Result,W. Pitcher,L. Pitcher,Boxscore,AwayGameNo,HomeGameNo,away_prob,home_prob
25.0,Jun 276:35 PM,Lexington,S Maryland,7-8,"Wright, J","Haab, J",final|,23,25,0.0262,
25.0,Jun 246:49 PM,York,Lancaster,4-6,"Skirrow, N","Horrell, M",final|,22,24,0.4448,0.0188
25.0,Jun 207:11 PM,York,Staten Island,5-1,"Scott, W","McSweeney, M",final|,23,25,0.4448,0.012
25.0,Jun 176:33 PM,Lexington,Gastonia,8-3,"Beggs, D","Newsome, L",final|,24,25,0.0262,0.0004
25.0,Jun 207:02 PM,High Point,Lexington,5-11,"Ferrer, B","Casad, C",final|,28,25,0.9734,0.0262
25.0,Jun 186:39 PM,Hagerstown,York,0-4,"Horrell, M","Minaya, J",final|,25,25,0.0,0.4448
26.0,Jun 146:55 PM,Lancaster,Charleston,1-10,"Hill, J","Killgore, K",final|,28,26,0.0188,0.0
26.0,Jun 286:37 PM,Lexington,S Maryland,8-2,"Castillo, W","Martin, G",final|,25,26,0.0262,
26.0,Jun 256:46 PM,York,Lancaster,8-2,"Pace, F","Killgore, K",final|,24,25,0.4448,0.0188
26.0,Jun 256:37 PM,S Maryland,Hagerstown,0-1,"Valdez, D","Semple, S",final|,25,25,,0.0
26.0,Jun 256:34 PM,Staten Island,Long Island,13-11,"Mack, A","Dipoto, J",final|,26,26,0.012,0.5244
26.0,Jun 216:31 PM,York,Staten Island,0-10,"Dunaway, M","Vallimont, C",final|,25,26,0.4448,0.012
26.0,Jun 189:14 PM,Hagerstown,York,4-14,"Pace, F","Richardson, D",final|,26,26,0.0,0.4448
26.0,Jul  26:36 PM,Gastonia,High Point,5-12,"Casad, C","Reitz, M",final|,23,27,0.0004,0.9734
26.0,Jun 1812:32 PM,Lexington,Gastonia,17-3,"Wicklander, P","Wells, N",final|,26,26,0.0262,0.0004
26.0,Jun 217:02 PM,High Point,Lexington,10-14,"Castillo, W","Gardner, P",final|,29,26,0.9734,0.0262
27.0,Jun 292:10 PM,Lexington,S Maryland,7-4,"Laio, N","Kahaloa, I",final|,27,27,0.0262,
27.0,Jun 153:06 PM,Lancaster,Charleston,3-4,"Medoro, B","Engler, S",final|,29,27,0.0188,0.0
27.0,Jun 267:06 PM,York,Lancaster,6-5,"Morales, J","McAvene, M",final|,26,26,0.4448,0.0188
27.0,Jun 196:35 PM,Lexington,Gastonia,3-7,"Sheffield, J","Eastman, C",final|,28,27,0.0262,0.0004
27.0,Jun 266:32 PM,S Maryland,Hagerstown,4-3,"Miller, J","Conklin, M",final|,26,26,,0.0
27.0,Jun 266:34 PM,Staten Island,Long Island,8-10,"Melville, T","Barringer, S",final|,27,27,0.012,0.5244
27.0,Jun 222:05 PM,High Point,Lexington,11-16,"Laio, N","Scolaro, J",final|,30,27,0.9734,0.0262
27.0,Jun 197:37 PM,Hagerstown,York,6-5,"Picone, D","Ramirez, J",final|,27,27,0.0,0.4448
27.0,Jul  36:38 PM,Gastonia,High Point,7-4,"Hasler, K","Branche, S",final|,24,28,0.0004,0.9734
27.0,Jun 221:34 PM,York,Staten Island,1-2,"Parra, R","Churchill, I",final|,27,27,0.4448,0.012
28.0,Jul  47:03 PM,York,Staten Island,13-9,"Vallimont, C","Allegretti, C",final|,28,28,0.4448,0.012
28.0,Jul  16:35 PM,Hagerstown,S Maryland,,,,Postponed to:n/a,28,28,0.0,
28.0,Jul  46:34 PM,Long Island,Hagerstown,9-1,"Griffin, D","Martinez, Q",final|,28,27,0.5244,0.0
28.0,Jul  46:48 PM,Charleston,Lancaster,10-11,"Green, M","Hill, J",final|,25,27,0.0,0.0188
28.0,Jul  86:36 PM,York,High Point,2-12,"Esposito, M","Ramirez, J",final|,29,29,0.4448,0.9734
28.0,Jun 246:45 PM,Charleston,Lexington,3-10,"Wicklander, P","Henriquez, J",final|,26,28,0.0,0.0262
28.0,Jun 276:40 PM,Gastonia,Charleston,8-5,"King, T","Hill, J",final|,25,28,0.0004,0.0
28.0,Jun 276:36 PM,Hagerstown,Long Island,3-4,"Hillman, J","Richardson, D",final|,29,28,0.0,0.5244
28.0,Jun 276:34 PM,Staten Island,York,6-5,"Mack, A","Woolfolk, D",final|,28,28,0.012,0.4448
28.0,Jun 207:02 PM,S Maryland,Gastonia,2-5,"Wilson, J","Thompson, C",final|,27,28,,0.0004
29.0,Jun 286:35 PM,Staten Island,York,6-14,"Llovera, M","Parra, R",final|,29,29,0.012,0.4448
29.0,Jun 286:34 PM,Hagerstown,Long Island,8-9,"Asa, J","Kelly, R",final|,30,29,0.0,0.5244
29.0,Jul  56:50 PM,Charleston,Lancaster,5-7,"Skirrow, N","McGowin, K",final|,27,28,0.0,0.0188
29.0,Jul  56:03 PM,Long Island,Hagerstown,8-2,"Sandberg, R","Minaya, J",final|,29,28,0.5244,0.0
29.0,Jul  52:04 PM,York,Staten Island,1-4,"Kehoe, R","Horrell, M",final|,30,29,0.4448,0.012
29.0,Jun 217:03 PM,S Maryland,Gastonia,8-3,"Miller, J","Hernández, A",final|,28,29,,0.0004
29.0,Jul  27:31 PM,Hagerstown,S Maryland,4-5,"Thurman, A","Weisenburger, J",final|,31,29,0.0,
29.0,Jun 2511:04 AM,Charleston,Lexington,8-11,"Eastman, C","Suriel, E",final|,28,29,0.0,0.0262
29.0,Jul  912:08 PM,York,High Point,4-3,"Robinson, C","Chasse, R",final|,31,30,0.4448,0.9734
29.0,Jun 286:40 PM,Gastonia,Charleston,9-4,"Hartman, M","Romero, L",final|,26,29,0.0004,0.0
30.0,Jun 291:35 PM,Hagerstown,Long Island,4-5,"Sandberg, R","Minaya, J",final|,32,30,0.0,0.5244
30.0,Jun 291:03 PM,Staten Island,York,In Progress,"Horrell, M","Mejia, A",In Progress,30,30,0.012,0.4448
30.0,Jun 267:41 PM,Charleston,Lexington,11-10,"Alesandro, R","Higgins, C",final|,29,30,0.0,0.0262
30.0,Jul 107:04 PM,York,High Point,8-6,"Churchill, I","Esposito, M",final|,32,31,0.4448,0.9734
30.0,Jul  61:31 PM,York,Staten Island,9-16,"Mejia, A","Palm, T",final|,33,30,0.4448,0.012
30.0,Jun 224:02 PM,S Maryland,Gastonia,9-10,"Hutchison, R","Vazquez, R",final|,29,30,,0.0004
30.0,Jul  36:41 PM,Hagerstown,S Maryland,8-20,"Campbell, M","Quesada, R",final|,33,30,0.0,
30.0,Jun 293:10 PM,Gastonia,Charleston,14-3,"Newsome, L","McGowin, K",final|,27,30,0.0004,0.0
30.0,Jul  65:05 PM,Long Island,Hagerstown,5-1,"Beede, T","Imhoff, A",final|,30,29,0.5244,0.0
30.0,Jul  62:01 PM,Charleston,Lancaster,6-5,"Lusk, L","Lacey, S",final|,30,29,0.0,0.0188
31.0,Jul  18:20 PM,Lexington,Charleston,2-7,"de Avila, L","Wicklander, P",final|,29,31,0.0262,0.0
31.0,Jul  17:19 PM,Lancaster,York,8-2,"McAvene, M","Pace, F",final|,30,31,0.0188,0.4448
31.0,Jul 116:37 PM,Gastonia,High Point,13-7,"Wilson, J","Henry, J",final|,28,32,0.0004,0.9734
31.0,Jul 116:39 PM,Lexington,S Maryland,5-4,"Loper, J","Thompson, C",final|,30,31,0.0262,
31.0,Jul  86:45 PM,S Maryland,Lancaster,4-8,"Rees, J","Semple, S",final|,30,30,,0.0188
31.0,Jul  86:32 PM,Long Island,Staten Island,3-4,"Helvey, C","Asa, J",final|,31,31,0.5244,0.012
31.0,Jul  86:35 PM,Lexington,Hagerstown,2-4,"Robbins, Z","Wicklander, P",final|,31,30,0.0262,0.0
31.0,Jul  16:35 PM,Staten Island,Long Island,6-13,"Alintoff, J","Barringer, S",final|,31,31,0.012,0.5244
31.0,Jul  47:04 PM,S Maryland,Lexington,7-11,"Beggs, D","Martin, G",final|,31,31,,0.0262
31.0,Jun 246:32 PM,High Point,Gastonia,0-4,"Hennen, R","Solter, M",final|,31,31,0.9734,0.0004
32.0,Jun 2512:32 PM,High Point,Gastonia,2-8,"Wells, N","Doyle, T",final|,32,32,0.9734,0.0004
32.0,Jul  27:02 PM,Staten Island,Long Island,6-5,"Baker, R","Dipoto, J",final|,32,32,0.012,0.5244
32.0,Jul 104:02 PM,Lexington,Hagerstown,2-0,"Eastman, C","Weisenburger, J",final|,32,31,0.0262,0.0
32.0,Jul  96:45 PM,S Maryland,Lancaster,,,,"Postponed to:Jul 10, 05:00 PM",32,31,,0.0188
32.0,Jul  96:31 PM,Long Island,Staten Island,6-5,"Hillman, J","Scott, W",final|,32,32,0.5244,0.012
32.0,Jul 126:38 PM,Lexington,S Maryland,5-7,"Miller, J","Castillo, W",final|,33,32,0.0262,
32.0,Jul  36:32 PM,Lancaster,York,11-13,"Dula, H","Rees, J",final|,31,32,0.0188,0.4448
32.0,Jul 126:39 PM,Gastonia,High Point,5-6,"Lewis, J","Hasler, K",final|,29,33,0.0004,0.9734
32.0,Jul  57:02 PM,S Maryland,Lexington,9-3,"Kahaloa, I","Castillo, W",final|,33,32,,0.0262
32.0,Jul  26:38 PM,Lexington,Charleston,8-9,"Suriel, E","Eastman, C",final|,34,32,0.0262,0.0
33.0,Jul  36:46 PM,Lexington,Charleston,5-13,"Lebron, D","Ferrer, B",final|,35,33,0.0262,0.0
33.0,Jul  37:17 PM,Staten Island,Long Island,2-9,"Hillman, J","Sabia, D",final|,33,33,0.012,0.5244
33.0,Jul 132:05 PM,Lexington,S Maryland,,,,Postponed to:n/a,36,33,0.0262,
33.0,Jul  62:06 PM,S Maryland,Lexington,7-3,"Miller, J","Laio, N",final|,34,33,,0.0262
33.0,Jul 106:31 PM,Long Island,Staten Island,7-8,"Baker, R","Asa, J",final|,33,33,0.5244,0.012
33.0,Jul 106:47 PM,Lexington,Hagerstown,5-6,"Conklin, M","Ross, D",final|,37,32,0.0262,0.0
33.0,Jun 266:47 PM,High Point,Gastonia,12-6,"Casad, C","Sheffield, J",final|,33,33,0.9734,0.0004
33.0,Jul 107:58 PM,S Maryland,Lancaster,2-10,"Green, M","Campbell, M",final|,35,32,,0.0188
33.0,Jul 134:08 PM,Gastonia,High Point,2-3,"Scott, W","Hennen, R",final|,30,34,0.0004,0.9734
34.0,Jul 156:51 PM,Gastonia,Lexington,8-11,"Laio, N","Wells, N",final|,31,34,0.0004,0.0262
34.0,Jul 116:39 PM,Hagerstown,Charleston,0-3,"McGowin, K","Minaya, J",final|,34,34,0.0,0.0
34.0,Jul 156:34 PM,Lancaster,Hagerstown,1-5,"Weisenburger, J","McCollough, L",final|,32,33,0.0188,0.0
34.0,Jul 226:37 PM,Long Island,S Maryland,8-7,"Romano, S","Thompson, C",final|,34,34,0.5244,
34.0,Jul 116:35 PM,Staten Island,York,19-11,"Sabia, D","Horrell, M",final|,34,33,0.012,0.4448
34.0,Jul 186:49 PM,High Point,Lancaster,2-5,"McAvene, M","Del Bonta-Smith, F",final|,34,33,0.9734,0.0188
34.0,Jul 226:38 PM,Charleston,High Point,3-6,"Klobosits, G","Hill, J",final|,31,35,0.0,0.9734
34.0,Jul  44:01 PM,High Point,Gastonia,4-3,"McGrane, J","Thompson, C",final|,35,34,0.9734,0.0004
34.0,Jul 116:36 PM,Lancaster,Long Island,5-2,"Skirrow, N","Sandberg, R",final|,33,34,0.0188,0.5244
34.0,Jul 156:32 PM,Long Island,Staten Island,6-4,"Clenney, N","Scott, W",final|,35,34,0.5244,0.012
35.0,Jul 236:35 PM,Long Island,S Maryland,8-2,"Dipoto, J","Overton, C",final|,36,35,0.5244,
35.0,Jul 1611:02 AM,Gastonia,Lexington,11-12,"Acosta, J","Blanton, B",final|,32,35,0.0004,0.0262
35.0,Jul 166:32 PM,Long Island,Staten Island,4-7,"Feltman, D","Alintoff, J",final|,37,35,0.5244,0.012
35.0,Jul 167:29 PM,Lancaster,Hagerstown,3-2,"Green, M","Quesada, R",final|,34,34,0.0188,0.0
35.0,Jul 236:38 PM,Charleston,High Point,0-10,"Gilbert, J","Demurias, E",final|,32,36,0.0,0.9734
35.0,Jul 196:59 PM,High Point,Lancaster,9-3,"Devine, M","Bremer, N",final|,36,34,0.9734,0.0188
35.0,Jul 126:39 PM,Hagerstown,Charleston,1-3,"de Avila, L","Imhoff, A",final|,35,35,0.0,0.0
35.0,Jul 126:35 PM,Staten Island,York,4-7,"Pace, F","Reitz, M",final|,35,34,0.012,0.4448
35.0,Jul 126:35 PM,Lancaster,Long Island,3-1,"Engler, S","Case, B",final|,35,35,0.0188,0.5244
35.0,Jul  57:00 PM,High Point,Gastonia,2-3,"Warren, A","Vennaro, Z",final|,37,35,0.9734,0.0004
36.0,Jul 133:10 PM,Hagerstown,Charleston,14-6,"Kickham, M","Demurias, E",final|,36,36,0.0,0.0
36.0,Jul 202:00 PM,High Point,Lancaster,2-10,"Diehl, P","Scolaro, J",final|,38,35,0.9734,0.0188
36.0,Jul 177:32 PM,Gastonia,Lexington,3-8,"Castillo, W","Underwood Jr., D",final|,33,36,0.0004,0.0262
36.0,Jul 176:36 PM,Lancaster,Hagerstown,7-6,"Stashak, C","Conklin, M",final|,36,35,0.0188,0.0
36.0,Jul  64:01 PM,High Point,Gastonia,7-6,"Castillo, S","Thompson, C",final|,39,36,0.9734,0.0004
36.0,Jul 246:37 PM,Charleston,High Point,3-4,"Scott, W","Moscatiello, F",final|,33,37,0.0,0.9734
36.0,Jul 135:05 PM,Lancaster,Long Island,5-6,"Flores, B","Rees, J",final|,37,36,0.0188,0.5244
36.0,Jul 132:17 PM,Staten Island,York,2-15,"Ramirez, J","Williamson, R",final|,36,35,0.012,0.4448
36.0,Jul 2411:12 AM,Long Island,S Maryland,8-6,"Melville, T","Martin, G",final|,38,36,0.5244,
36.0,Jul 1710:40 AM,Long Island,Staten Island,8-3,"Sandberg, R","Reitz, M",final|,39,36,0.5244,0.012
37.0,Jul 256:37 PM,Gastonia,High Point,3-9,"Scolaro, J","Newsome, L",final|,34,38,0.0004,0.9734
37.0,Jul 226:53 PM,Hagerstown,Lancaster,5-1,"Martinez, Q","Green, M",final|,37,36,0.0,0.0188
37.0,Jul 226:32 PM,York,Staten Island,7-12,"Allegretti, C","Valverde, A",final|,34,37,0.4448,0.012
37.0,Jul 256:43 PM,Hagerstown,S Maryland,6-10,"Miller, J","Kickham, M",final|,38,37,0.0,
37.0,Jul  86:32 PM,Charleston,Gastonia,1-8,"Silber, C","Suriel, E",final|,34,37,0.0,0.0004
37.0,Jul 187:38 PM,S Maryland,Lexington,1-11,"Eastman, C","Martin, G",final|,36,37,,0.0262
37.0,Jul 156:35 PM,High Point,York,2-9,"Vallimont, C","Scolaro, J",final|,40,36,0.9734,0.4448
37.0,Jul 186:34 PM,Charleston,Long Island,1-5,"Dipoto, J","McGowin, K",final|,35,37,0.0,0.5244
37.0,Jul 156:38 PM,S Maryland,Charleston,4-3,"Hennessey, J","Lusk, L",final|,37,37,,0.0
37.0,Jul 186:34 PM,York,Hagerstown,13-3,"Miranda, K","Imhoff, A",final|,35,36,0.4448,0.0
38.0,Jul 196:03 PM,York,Hagerstown,2-1,"Valverde, A","Kickham, M",final|,36,37,0.4448,0.0
38.0,Jul  912:33 PM,Charleston,Gastonia,6-2,"Lebron, D","Wells, N",final|,36,38,0.0,0.0004
38.0,Jul 236:47 PM,Hagerstown,Lancaster,0-4,"Skirrow, N","Minaya, J",final|,39,37,0.0,0.0188
38.0,Jul 1612:11 PM,S Maryland,Charleston,6-1,"Thurman, A","Hill, J",final|,38,38,,0.0
38.0,Jul 2310:37 AM,York,Staten Island,10-1,"Miranda, K","Mack, A",final|,37,38,0.4448,0.012
38.0,Jul 266:40 PM,Gastonia,High Point,4-6,"Blair, D","Hennen, R",final|,35,39,0.0004,0.9734
38.0,Jul 166:30 PM,High Point,York,,,,"Postponed to:Jul 17, 11:00 AM",41,37,0.9734,0.4448
38.0,Jul 266:36 PM,Hagerstown,S Maryland,2-15,"Semple, S","Anziani, C",final|,40,38,0.0,
38.0,Jul 196:35 PM,Charleston,Long Island,7-2,"de Avila, L","Melville, T",final|,37,38,0.0,0.5244
38.0,Jul 197:04 PM,S Maryland,Lexington,4-10,"Beggs, D","Miller, J",final|,39,38,,0.0262
39.0,Jul 272:08 PM,Hagerstown,S Maryland,1-2,"Scrubb, A","Conklin, M",final|,41,39,0.0,
39.0,Jul 246:47 PM,Hagerstown,Lancaster,4-15,"McAvene, M","Imhoff, A",final|,42,38,0.0,0.0188
39.0,Jul 106:31 PM,Charleston,Gastonia,7-5,"Van Gurp, F","Hasler, K",final|,38,39,0.0,0.0004
39.0,Jul 274:07 PM,Gastonia,High Point,6-2,"Hartman, M","Wereski, B",final|,36,40,0.0004,0.9734
39.0,Jul 246:30 PM,York,Staten Island,7-9,"Kehoe, R","Pace, F",final|,38,39,0.4448,0.012
39.0,Jul 176:35 PM,S Maryland,Charleston,,,,Postponed to:n/a,40,39,,0.0
39.0,Jul 202:04 PM,S Maryland,Lexington,6-10,"Fanning, H","Thompson, C",final|,41,39,,0.0262
39.0,Jul 205:05 PM,York,Hagerstown,17-3,"Vallimont, C","Robbins, Z",final|,39,38,0.4448,0.0
39.0,Jul 205:06 PM,Charleston,Long Island,17-16,"Suriel, E","Case, B",final|,39,39,0.0,0.5244
39.0,Jul 173:03 PM,High Point,York,10-8,"Scott, W","Horrell, M",final|,42,38,0.9734,0.4448
40.0,Jul 296:49 PM,High Point,Lexington,4-11,"Laio, N","Uelmen, E",final|,43,40,0.9734,0.0262
40.0,Jul 296:34 PM,Staten Island,Long Island,7-3,"Allegretti, C","Dipoto, J",final|,37,40,0.012,0.5244
40.0,Aug  16:39 PM,Gastonia,S Maryland,6-7,"McCabe, B","Horvath, N",final|,37,40,0.0004,
40.0,Jul 296:35 PM,Gastonia,Hagerstown,8-5,"Thompson, C","Conklin, M",final|,38,39,0.0004,0.0
40.0,Aug  56:35 PM,S Maryland,High Point,,,,High Point,42,41,,0.9734
40.0,Jul 257:20 PM,Long Island,York,6-5,"Alintoff, J","Palm, T",final|,40,39,0.5244,0.4448
40.0,Aug  16:49 PM,Staten Island,Lancaster,7-6,"OHara, C","Brennan, T",final|,38,39,0.012,0.0188
40.0,Jul 186:59 PM,Staten Island,Gastonia,4-16,"Warren, A","Williamson, R",final|,39,40,0.012,0.0004
40.0,Jul 257:01 PM,Lancaster,Staten Island,8-7,"Moreno, G","Kubo, T",final|,38,40,0.0188,0.012
40.0,Jul 256:40 PM,Lexington,Charleston,1-14,"Diaz, A","Castillo, W",final|,38,40,0.0262,0.0
41.0,Aug  26:45 PM,Staten Island,Lancaster,,,,Penn Medicine,40,40,0.012,0.0188
41.0,Jul 306:47 PM,High Point,Lexington,3-6,"Wicklander, P","Backman, B",final|,44,41,0.9734,0.0262
41.0,Jul 197:00 PM,Staten Island,Gastonia,4-16,"Stem, C","Reitz, M",final|,41,41,0.012,0.0004
41.0,Jul 3011:02 AM,Gastonia,Hagerstown,9-2,"Wilson, J","Imhoff, A",final|,39,40,0.0004,0.0
41.0,Jul 3011:02 AM,Staten Island,Long Island,8-5,"Parra, R","Nelson, B",final|,42,41,0.012,0.5244
41.0,Jul 266:32 PM,Lancaster,Staten Island,4-5,"Parra, R","McCollough, L",final|,39,41,0.0188,0.012
41.0,Aug  26:35 PM,Gastonia,S Maryland,,,,Regency Furn.,40,41,0.0004,
41.0,Jul 266:37 PM,Long Island,York,6-1,"Hillman, J","Vallimont, C",final|,41,40,0.5244,0.4448
41.0,Aug  66:35 PM,S Maryland,High Point,,,,High Point,43,42,,0.9734
41.0,Jul 266:43 PM,Lexington,Charleston,9-5,"Lambert, C","Moscatiello, F",final|,39,41,0.0262,0.0
42.0,Jul 316:33 PM,Gastonia,Hagerstown,5-3,"Newsome, L","Kickham, M",final|,41,41,0.0004,0.0
42.0,Jul 202:01 PM,Staten Island,Gastonia,6-7,"Wilson, J","Scott, W",final|,43,42,0.012,0.0004
42.0,Jul 273:10 PM,Lexington,Charleston,6-2,"Ferrer, B","Hill, J",final|,40,42,0.0262,0.0
42.0,Jul 271:33 PM,Lancaster,Staten Island,3-0,"Green, M","Peralta, O",final|,40,42,0.0188,0.012
42.0,Jul 271:03 PM,Long Island,York,7-5,"Nelson, B","Llovera, M",final|,42,41,0.5244,0.4448
42.0,Aug  76:35 PM,S Maryland,High Point,,,,High Point,44,43,,0.9734
42.0,Jul 316:35 PM,Staten Island,Long Island,,,,"Postponed to:Aug 04, 05:35 PM",44,42,0.012,0.5244
42.0,Aug  32:05 PM,Gastonia,S Maryland,,,,Regency Furn.,42,42,0.0004,
42.0,Jul 316:50 PM,High Point,Lexington,6-7,"Lambert, C","Rouse, S",final|,45,42,0.9734,0.0262
42.0,Aug  32:00 PM,Staten Island,Lancaster,,,,Penn Medicine,45,41,0.012,0.0188
43.0,Aug  86:30 PM,Long Island,Hagerstown,,,,Hagerstown,43,42,0.5244,0.0
43.0,Aug 126:35 PM,Lancaster,S Maryland,,,,Regency Furn.,41,43,0.0188,
43.0,Aug  56:30 PM,Lexington,Staten Island,,,,Staten Island,41,43,0.0262,0.012
43.0,Aug  56:45 PM,Hagerstown,Lancaster,,,,Penn Medicine,43,42,0.0,0.0188
43.0,Jul 298:27 PM,S Maryland,Charleston,7-2,"Thompson, C","Chasse, R",final|,45,43,,0.0
43.0,Aug  86:35 PM,S Maryland,High Point,,,,High Point,46,44,,0.9734
43.0,Jul 226:33 PM,Lexington,Gastonia,6-7,"Hennen, R","Lambert, C",final|,42,43,0.0262,0.0004
43.0,Aug  16:32 PM,Hagerstown,Long Island,3-6,"Hillman, J","Weisenburger, J",final|,44,43,0.0,0.5244
43.0,Jul 296:30 PM,Lancaster,York,5-7,"Robinson, C","Moreno, G",final|,42,42,0.0188,0.4448
43.0,Aug  17:06 PM,High Point,Lexington,15-2,"Scolaro, J","Castillo, W",final|,46,43,0.9734,0.0262
44.0,Aug  96:35 PM,S Maryland,High Point,,,,High Point,47,45,,0.9734
44.0,Jul 2312:30 PM,Lexington,Gastonia,15-7,"Wicklander, P","Wells, N",final|,43,44,0.0262,0.0004
44.0,Aug  66:45 PM,Hagerstown,Lancaster,,,,Penn Medicine,45,43,0.0,0.0188
44.0,Aug  66:30 PM,Lexington,Staten Island,,,,Staten Island,44,44,0.0262,0.012
44.0,Jul 306:34 PM,Lancaster,York,3-8,"Pace, F","McAvene, M",final|,43,43,0.0188,0.4448
44.0,Aug 136:35 PM,Lancaster,S Maryland,,,,Regency Furn.,44,44,0.0188,
44.0,Aug  26:35 PM,Hagerstown,Long Island,,,,Long Island,46,44,0.0,0.5244
44.0,Aug  96:00 PM,Long Island,Hagerstown,,,,Hagerstown,44,43,0.5244,0.0
44.0,Jul 306:39 PM,S Maryland,Charleston,7-5,"Martin, G","de Avila, L",final|,48,44,,0.0
44.0,Aug  27:00 PM,High Point,Lexington,,,,Lexington,47,44,0.9734,0.0262
45.0,Aug  35:05 PM,Hagerstown,Long Island,,,,Long Island,47,45,0.0,0.5244
45.0,Aug 146:35 PM,Lancaster,S Maryland,,,,Regency Furn.,45,45,0.0188,
45.0,Jul 316:39 PM,S Maryland,Charleston,3-10,"Diaz, A","Miller, J",final|,49,45,,0.0
45.0,Aug  32:00 PM,High Point,Lexington,,,,Lexington,48,45,0.9734,0.0262
45.0,Jul 246:33 PM,Lexington,Gastonia,5-9,"Stem, C","Acosta, J",final|,45,45,0.0262,0.0004
45.0,Jul 317:00 PM,Lancaster,York,9-6,"Bremer, N","Vallimont, C",final|,46,44,0.0188,0.4448
45.0,Aug 105:00 PM,Long Island,Hagerstown,,,,Hagerstown,45,44,0.5244,0.0
45.0,Aug  76:30 PM,Lexington,Staten Island,,,,Staten Island,46,45,0.0262,0.012
45.0,Aug  76:45 PM,Hagerstown,Lancaster,,,,Penn Medicine,48,44,0.0,0.0188
45.0,Aug 104:05 PM,S Maryland,High Point,,,,High Point,50,46,,0.9734
46.0,Aug 156:35 PM,York,S Maryland,,,,Regency Furn.,40,46,0.4448,
46.0,Aug 126:45 PM,Gastonia,Lexington,,,,Lexington,43,46,0.0004,0.0262
46.0,Aug 126:35 PM,York,Long Island,,,,Long Island,41,46,0.4448,0.5244
46.0,Aug 156:45 PM,Staten Island,Lancaster,,,,Penn Medicine,46,45,0.012,0.0188
46.0,Aug 126:30 PM,Staten Island,Hagerstown,,,,Hagerstown,47,45,0.012,0.0
46.0,Aug 196:35 PM,Lexington,High Point,,,,High Point,47,47,0.0262,0.9734
46.0,Aug  16:42 PM,York,Charleston,1-2,"Lebron, D","Miranda, K",final|,42,46,0.4448,0.0
46.0,Aug  810:30 AM,Lancaster,Staten Island,,,,Staten Island,47,46,0.0188,0.012
46.0,Aug  56:30 PM,Charleston,Gastonia,,,,Gastonia,40,46,0.0,0.0004
46.0,Aug  56:30 PM,Long Island,York,,,,York,46,45,0.5244,0.4448
47.0,Aug  96:30 PM,Lancaster,Staten Island,,,,Staten Island,48,47,0.0188,0.012
47.0,Aug 166:45 PM,Staten Island,Lancaster,,,,Penn Medicine,48,46,0.012,0.0188
47.0,Aug 206:35 PM,Lexington,High Point,,,,High Point,48,48,0.0262,0.9734
47.0,Aug 166:35 PM,York,S Maryland,,,,Regency Furn.,43,47,0.4448,
47.0,Aug  26:35 PM,York,Charleston,,,,Charleston,44,47,0.4448,0.0
47.0,Aug 136:35 PM,York,Long Island,,,,Long Island,45,47,0.4448,0.5244
47.0,Aug 136:30 PM,Staten Island,Hagerstown,,,,Hagerstown,49,46,0.012,0.0
47.0,Aug  612:30 PM,Charleston,Gastonia,,,,Gastonia,41,47,0.0,0.0004
47.0,Aug 136:45 PM,Gastonia,Lexington,,,,Lexington,44,47,0.0004,0.0262
47.0,Aug  66:30 PM,Long Island,York,,,,York,47,46,0.5244,0.4448
48.0,Aug 101:30 PM,Lancaster,Staten Island,,,,Staten Island,49,48,0.0188,0.012
48.0,Aug 172:00 PM,Staten Island,Lancaster,,,,Penn Medicine,50,47,0.012,0.0188
48.0,Aug  76:30 PM,Long Island,York,,,,York,48,47,0.5244,0.4448
48.0,Aug  76:30 PM,Charleston,Gastonia,,,,Gastonia,42,48,0.0,0.0004
48.0,Aug 172:05 PM,York,S Maryland,,,,Regency Furn.,46,48,0.4448,
48.0,Aug 146:30 PM,Staten Island,Hagerstown,,,,Hagerstown,51,47,0.012,0.0
48.0,Aug 216:35 PM,Lexington,High Point,,,,High Point,49,49,0.0262,0.9734
48.0,Aug  33:04 PM,York,Charleston,,,,Charleston,47,48,0.4448,0.0
48.0,Aug 146:35 PM,York,Long Island,,,,Long Island,48,48,0.4448,0.5244
48.0,Aug 146:45 PM,Gastonia,Lexington,,,,Lexington,45,48,0.0004,0.0262
49.0,Aug 196:35 PM,Gastonia,S Maryland,,,,Regency Furn.,46,49,0.0004,
49.0,Aug 196:45 PM,Long Island,Lancaster,,,,Penn Medicine,49,48,0.5244,0.0188
49.0,Aug  87:00 PM,Charleston,Gastonia,,,,Gastonia,43,49,0.0,0.0004
49.0,Aug  86:30 PM,Lexington,York,,,,York,50,48,0.0262,0.4448
49.0,Aug 126:35 PM,High Point,Charleston,,,,Charleston,49,49,0.9734,0.0
49.0,Aug 156:35 PM,Hagerstown,Long Island,,,,Long Island,49,49,0.0,0.5244
49.0,Aug 226:35 PM,Lexington,High Point,,,,High Point,51,50,0.0262,0.9734
49.0,Aug 226:30 PM,Long Island,Hagerstown,,,,Hagerstown,50,48,0.5244,0.0
49.0,Aug 157:00 PM,Gastonia,Lexington,,,,Lexington,47,49,0.0004,0.0262
49.0,Aug 196:30 PM,Charleston,Staten Island,,,,Staten Island,44,49,0.0,0.012
50.0,Aug 206:35 PM,Gastonia,S Maryland,,,,Regency Furn.,48,50,0.0004,
50.0,Aug 236:35 PM,Lexington,High Point,,,,High Point,52,51,0.0262,0.9734
